customer_id,credit_limit,age,debt_ratio,monthly_income,num_open_credit_lines,num_real_estate_loans,num_dependents,weighted_late_score,utilisation_ratio,income_band,dependents_income_ratio,target
67,23012.62,69,0.17014,6028.01,14,3,0,0,7e-06,3,0.0,0
68,24944.1,41,0.181822,7856.39,12,0,0,1,7e-06,3,0.0,0
69,15700.96,26,0.137768,2383.75,11,3,1,1,9e-06,2,0.00042,0
70,4769.08,46,0.422126,7116.25,13,3,2,0,8.9e-05,3,0.000281,0
71,41676.97,64,0.324387,12542.77,17,0,3,1,8e-06,3,0.000239,0
72,55147.8,32,0.320044,2286.03,6,2,0,1,6e-06,2,0.0,0
73,33674.04,46,0.663876,5392.9,6,0,0,4,2e-05,2,0.0,0
74,9663.85,28,0.160639,6455.38,1,1,0,1,1.7e-05,3,0.0,0
75,31709.77,58,0.659268,7863.64,17,1,2,0,2.1e-05,3,0.000254,0
76,13494.09,47,0.170136,8416.14,5,0,0,0,1.3e-05,3,0.0,0
77,6849.88,39,0.389061,10123.66,4,3,2,3,5.7e-05,3,0.000198,0
78,57313.22,34,0.145002,5332.45,12,0,0,2,3e-06,2,0.0,0
79,22745.07,51,0.309553,2701.63,1,0,3,1,1.4e-05,2,0.00111,0
80,21567.43,57,1.140586,3964.83,7,0,3,0,5.3e-05,2,0.000757,0
81,4487.77,71,0.288439,11684.42,19,1,3,1,6.4e-05,3,0.000257,0
82,76490.4,45,0.247596,2899.22,18,1,0,0,3e-06,2,0.0,0
83,5359.09,30,0.677259,6709.8,19,2,0,1,0.000126,3,0.0,0
84,33364.28,66,0.30233,4913.12,13,2,0,1,9e-06,2,0.0,0
85,27811.41,55,0.278432,7095.84,3,3,2,1,1e-05,3,0.000282,0
86,23935.81,59,0.230942,8583.96,17,1,0,0,1e-05,3,0.0,0
87,40694.79,27,0.277568,4822.06,9,2,1,1,7e-06,2,0.000207,0
88,12907.84,38,0.029423,4624.62,16,0,3,3,2e-06,2,0.000649,1
89,9845.24,62,0.350046,14611.5,15,2,2,1,3.6e-05,3,0.000137,0
90,29719.45,66,0.230902,16050.07,10,0,2,0,8e-06,3,0.000125,0
91,5403.16,45,0.758951,11705.94,8,1,1,1,0.00014,3,8.5e-05,0
92,23260.81,64,0.282554,6833.04,1,1,0,3,1.2e-05,3,0.0,0
93,28850.06,66,0.82331,3478.63,4,1,1,1,2.9e-05,2,0.000287,0
94,33268.59,42,0.27648,5334.54,9,1,3,0,8e-06,2,0.000562,0
95,7750.84,69,0.069067,4547.93,19,3,1,0,9e-06,2,0.00022,0
96,29519.62,37,0.322252,9513.38,3,2,1,0,1.1e-05,3,0.000105,0
97,8220.36,34,0.466063,6212.03,16,1,3,1,5.7e-05,3,0.000483,0
98,11132.58,58,0.146506,6976.23,13,1,2,0,1.3e-05,3,0.000287,0
99,82995.57,55,0.283543,4817.56,16,0,0,3,3e-06,2,0.0,0
100,46761.0,29,0.376231,1100.23,17,1,0,2,8e-06,1,0.0,0
101,64334.21,66,0.208532,10801.39,0,3,3,2,3e-06,3,0.000278,0
102,4417.94,32,0.337281,4728.38,13,3,2,1,7.6e-05,2,0.000423,0
103,12059.63,64,0.214924,8785.61,2,2,1,2,1.8e-05,3,0.000114,0
104,11301.63,22,0.17429,4012.12,19,0,2,0,1.5e-05,2,0.000498,0
105,16116.47,64,0.069998,13008.08,19,3,4,1,4e-06,3,0.000308,0
106,34990.33,63,0.416515,3565.56,14,2,0,0,1.2e-05,2,0.0,0
107,42794.16,63,0.064527,4709.63,4,2,0,0,2e-06,2,0.0,0
108,42945.13,57,0.17008,4913.12,19,1,0,0,4e-06,2,0.0,0
109,21249.9,46,0.423613,4913.12,19,0,1,0,2e-05,2,0.000204,0
110,32514.28,59,0.203536,6287.16,5,1,1,0,6e-06,3,0.000159,0
111,8957.51,36,0.485096,8074.37,18,0,3,1,5.4e-05,3,0.000372,0
112,42628.21,63,0.097003,6322.27,13,3,0,0,2e-06,3,0.0,0
113,46821.62,51,0.303422,19741.37,3,0,2,2,6e-06,3,0.000101,0
114,50195.09,46,0.16255,2879.44,14,2,4,2,3e-06,2,0.001389,0
115,13500.38,48,0.643864,1746.21,8,1,0,4,4.8e-05,1,0.0,0
116,87124.22,52,0.94249,2404.9,3,2,1,1,1.1e-05,2,0.000416,0
117,13732.85,23,0.462796,5169.18,4,2,1,1,3.4e-05,2,0.000193,0
118,52291.82,29,0.32634,10090.34,12,1,0,1,6e-06,3,0.0,0
119,19611.56,35,0.119352,5457.35,8,1,0,2,6e-06,2,0.0,0
120,6830.42,28,0.102632,3655.73,0,3,0,0,1.5e-05,2,0.0,0
121,50797.02,45,0.425465,12067.47,13,3,1,0,8e-06,3,8.3e-05,1
122,7793.33,57,0.567684,4585.16,5,0,0,3,7.3e-05,2,0.0,0
123,36856.54,56,0.559232,4913.12,3,3,0,2,1.5e-05,2,0.0,0
124,5755.92,46,0.365462,8948.48,3,1,0,0,6.3e-05,3,0.0,0
125,28317.42,67,0.205502,4913.12,0,3,1,2,7e-06,2,0.000204,0
126,19920.75,51,0.342729,5667.8,12,1,0,1,1.7e-05,2,0.0,0
127,44311.18,26,0.196602,13002.99,18,3,0,0,4e-06,3,0.0,0
128,4225.43,62,0.975435,4913.12,7,0,3,0,0.000231,2,0.000611,0
129,29490.22,52,0.493586,5813.49,15,0,2,0,1.7e-05,2,0.000344,0
130,7890.79,55,0.089963,2736.88,1,3,0,0,1.1e-05,2,0.0,0
131,41263.17,51,0.204776,3221.8,12,2,0,0,5e-06,2,0.0,0
132,15690.28,51,0.292976,3698.5,13,2,2,0,1.9e-05,2,0.000541,0
133,71912.03,26,0.284446,7449.11,15,3,1,0,4e-06,3,0.000134,0
134,28132.19,51,0.709552,3275.86,4,2,1,2,2.5e-05,2,0.000305,0
135,71483.89,64,0.129503,4638.11,7,2,0,0,2e-06,2,0.0,0
136,80022.13,38,0.197941,4299.49,19,3,1,5,2e-06,2,0.000233,0
137,6941.12,53,0.032887,4761.88,0,2,0,0,5e-06,2,0.0,0
138,5489.7,23,0.139857,3106.97,2,2,1,0,2.5e-05,2,0.000322,0
139,16443.52,40,0.100569,4340.65,15,2,2,7,6e-06,2,0.000461,0
140,13858.42,45,0.124309,2461.34,2,2,2,0,9e-06,2,0.000813,0
141,10348.51,74,0.325344,4799.12,8,3,3,0,3.1e-05,2,0.000625,0
142,81342.28,33,0.228592,4832.34,16,1,0,3,3e-06,2,0.0,0
143,28790.48,36,0.596249,4913.12,10,2,0,0,2.1e-05,2,0.0,0
144,18564.47,43,0.2998,6875.09,15,1,1,0,1.6e-05,3,0.000145,0
145,24244.33,74,0.198891,14552.5,14,3,1,0,8e-06,3,6.9e-05,0
146,651.75,67,0.38905,4913.12,12,1,1,1,0.000597,2,0.000204,0
147,19617.01,23,0.468145,3934.06,19,0,0,0,2.4e-05,2,0.0,0
148,13862.61,34,0.491659,2841.67,1,1,3,0,3.5e-05,2,0.001056,0
149,11337.11,65,0.24084,5925.41,11,2,0,1,2.1e-05,2,0.0,0
150,84154.96,25,0.547302,7515.82,6,0,4,0,7e-06,3,0.000532,0
151,41768.62,67,0.622738,2373.28,19,3,1,0,1.5e-05,2,0.000421,0
152,131559.42,36,0.251598,5948.49,18,0,2,1,2e-06,2,0.000336,0
153,27715.59,70,0.044053,8260.43,0,0,1,0,2e-06,3,0.000121,0
154,12187.2,37,0.260921,6342.31,11,1,1,1,2.1e-05,3,0.000158,0
155,23696.72,45,0.451846,4013.42,0,1,3,0,1.9e-05,2,0.000747,0
156,50036.38,57,0.87691,7373.04,13,2,1,3,1.8e-05,3,0.000136,0
157,8668.39,28,0.373798,4217.45,8,1,0,0,4.3e-05,2,0.0,0
158,17545.07,51,0.48933,8461.66,14,1,0,7,2.8e-05,3,0.0,1
159,27483.48,48,0.296666,6072.69,19,1,1,0,1.1e-05,3,0.000165,0
160,22680.05,63,0.773775,4389.69,12,2,0,0,3.4e-05,2,0.0,0
161,102335.87,74,0.018254,2310.57,5,0,1,3,0.0,2,0.000433,0
162,20884.9,57,0.61246,4965.66,17,0,0,3,2.9e-05,2,0.0,0
163,20665.2,43,0.06325,2583.8,15,0,0,0,3e-06,2,0.0,0
164,10816.41,43,0.755173,2560.04,16,2,1,1,7e-05,2,0.000391,0
165,39176.52,44,0.308183,3988.54,12,2,1,0,8e-06,2,0.000251,0
166,10495.65,65,0.102929,4695.51,18,0,1,0,1e-05,2,0.000213,0
167,73270.94,39,0.60854,2400.31,12,1,1,4,8e-06,2,0.000417,0
168,11931.96,30,0.53945,4450.87,19,0,0,0,4.5e-05,2,0.0,0
169,35855.99,39,0.787792,4261.44,12,0,0,4,2.2e-05,2,0.0,0
170,23470.03,23,0.124759,3429.27,2,0,1,2,5e-06,2,0.000292,0
171,12299.14,27,0.583994,4213.24,7,0,0,1,4.7e-05,2,0.0,0
172,71995.08,26,0.323016,7235.67,7,0,1,2,4e-06,3,0.000138,0
173,24814.54,62,0.483517,3894.8,16,2,4,5,1.9e-05,2,0.001027,0
174,21076.85,60,0.302041,6966.53,0,1,0,1,1.4e-05,3,0.0,0
175,12417.73,58,0.166439,4685.24,16,3,1,3,1.3e-05,2,0.000213,0
176,91011.08,46,0.564034,9055.1,1,3,2,4,6e-06,3,0.000221,1
177,65657.46,60,0.32185,7998.65,18,3,3,2,5e-06,3,0.000375,0
178,70076.62,30,0.161266,4326.49,19,0,1,1,2e-06,2,0.000231,0
179,113739.26,69,0.269095,3266.66,6,0,0,0,2e-06,2,0.0,0
180,16754.96,48,0.223147,6574.89,14,0,0,0,1.3e-05,3,0.0,0
181,3954.13,71,0.234778,3587.63,2,2,0,1,5.9e-05,2,0.0,0
182,34179.4,30,0.257668,1919.17,13,0,1,4,8e-06,1,0.000521,0
183,121210.98,48,0.108314,7641.25,4,0,4,4,1e-06,3,0.000523,0
184,26879.69,58,0.233272,4913.12,16,1,1,1,9e-06,2,0.000204,0
185,11537.38,48,0.23872,1419.29,4,3,1,7,2.1e-05,1,0.000705,0
186,15399.9,45,0.493764,4694.52,8,2,2,2,3.2e-05,2,0.000426,0
187,44794.1,30,0.820166,8618.18,13,1,3,3,1.8e-05,3,0.000348,1
188,31726.23,42,0.98608,3450.18,3,2,2,0,3.1e-05,2,0.00058,0
189,16433.9,34,0.421689,3988.55,17,1,0,1,2.6e-05,2,0.0,0
190,24374.44,37,0.581076,6628.89,12,2,3,1,2.4e-05,3,0.000453,0
191,24075.78,58,0.609368,3740.54,2,3,2,3,2.5e-05,2,0.000535,0
192,8451.54,55,0.217948,4617.85,12,2,1,2,2.6e-05,2,0.000217,0
193,45471.9,54,0.544597,8408.76,2,2,3,2,1.2e-05,3,0.000357,0
194,9711.57,41,0.219283,7379.74,3,0,2,2,2.3e-05,3,0.000271,0
195,10057.2,72,0.364123,5629.32,15,1,0,0,3.6e-05,2,0.0,0
196,14749.84,26,0.299064,1807.65,8,3,0,0,2e-05,1,0.0,0
197,21039.34,40,0.356797,6977.53,0,3,2,1,1.7e-05,3,0.000287,0
198,8694.24,28,0.086188,3877.32,18,3,2,4,1e-05,2,0.000516,0
199,20590.28,39,0.547325,6593.09,1,1,0,1,2.7e-05,3,0.0,0
200,124645.23,72,0.159544,1978.1,18,1,0,1,1e-06,1,0.0,0
201,43224.67,41,0.182905,8626.8,3,1,1,0,4e-06,3,0.000116,0
202,141441.54,70,0.887048,2968.22,0,0,0,7,6e-06,2,0.0,0
203,65315.41,48,0.11898,6365.33,3,0,0,0,2e-06,3,0.0,0
204,19056.58,59,0.384053,8603.64,12,0,1,2,2e-05,3,0.000116,0
205,19980.5,46,0.725399,6213.32,13,3,2,4,3.6e-05,3,0.000322,0
206,99648.29,36,0.139181,6196.24,18,1,0,0,1e-06,3,0.0,0
207,51154.95,62,0.294408,5182.01,8,1,0,1,6e-06,2,0.0,0
208,8725.79,73,0.171165,2364.07,1,0,3,0,2e-05,2,0.001269,0
209,46662.26,35,0.077503,10886.31,10,2,4,1,2e-06,3,0.000367,0
210,23127.88,63,0.70404,9483.38,2,3,1,2,3e-05,3,0.000105,0
211,51585.21,35,0.169453,3906.65,16,2,0,1,3e-06,2,0.0,0
212,3661.24,59,0.118477,4913.12,5,2,0,0,3.2e-05,2,0.0,0
213,13652.8,63,0.323743,8991.35,0,0,0,1,2.4e-05,3,0.0,0
214,6311.63,45,0.20929,1648.37,19,1,0,0,3.3e-05,1,0.0,0
215,158082.43,61,0.194462,6763.4,7,1,1,0,1e-06,3,0.000148,0
216,107638.13,36,0.182642,3174.29,7,3,2,0,2e-06,2,0.00063,0
217,26257.73,26,0.154797,6556.08,6,3,1,0,6e-06,3,0.000153,0
218,71571.03,27,0.062318,2685.46,0,3,3,0,1e-06,2,0.001117,0
219,3634.58,45,0.21281,4931.2,19,1,1,0,5.9e-05,2,0.000203,0
220,27528.09,69,0.316191,1765.52,4,2,0,3,1.1e-05,1,0.0,0
221,15442.98,28,0.768426,4959.96,14,3,1,4,5e-05,2,0.000202,0
222,30628.46,46,0.168413,4901.76,1,1,1,0,5e-06,2,0.000204,0
223,28144.82,59,0.395882,7561.29,12,3,1,4,1.4e-05,3,0.000132,0
224,10053.71,32,0.260833,3688.57,2,1,1,1,2.6e-05,2,0.000271,0
225,35546.11,60,0.454266,5824.23,0,1,2,3,1.3e-05,2,0.000343,0
226,10744.38,38,0.383291,3874.09,7,3,0,0,3.6e-05,2,0.0,0
227,83975.1,64,0.299467,4913.12,12,1,0,0,4e-06,2,0.0,0
228,31150.34,52,0.215972,6214.67,18,3,0,2,7e-06,3,0.0,0
229,26550.08,50,0.347714,8331.41,13,3,1,1,1.3e-05,3,0.00012,0
230,22230.17,31,0.300479,2431.79,18,0,3,0,1.4e-05,2,0.001234,0
231,37215.18,46,1.049483,4652.41,5,1,2,6,2.8e-05,2,0.00043,0
232,9468.42,67,0.407208,5827.11,9,0,1,4,4.3e-05,2,0.000172,0
233,77114.44,23,0.365504,14641.32,2,3,3,1,5e-06,3,0.000205,0
234,67512.59,62,0.70724,16148.96,11,1,2,5,1e-05,3,0.000124,0
235,32700.84,48,0.371559,2174.05,3,3,0,2,1.1e-05,2,0.0,0
236,19677.94,60,0.292568,3398.48,13,2,1,0,1.5e-05,2,0.000294,0
237,106596.57,57,0.076994,1097.42,14,0,0,2,1e-06,1,0.0,0
238,23513.14,44,0.372995,18356.57,2,2,4,1,1.6e-05,3,0.000218,0
239,4667.84,38,0.846186,5946.45,2,1,1,1,0.000181,2,0.000168,0
240,10222.67,55,0.726838,6963.07,0,2,2,0,7.1e-05,3,0.000287,0
241,49339.24,29,0.156398,4065.52,0,3,0,1,3e-06,2,0.0,0
242,51552.8,52,1.237334,4903.43,18,1,1,2,2.4e-05,2,0.000204,0
243,44457.02,27,0.459882,9677.72,11,1,1,1,1e-05,3,0.000103,0
244,130624.08,56,0.409716,2623.53,16,3,1,2,3e-06,2,0.000381,0
245,50076.53,55,0.060021,2496.3,4,1,2,0,1e-06,2,0.000801,0
246,12399.77,26,0.070915,4253.89,14,1,3,3,6e-06,2,0.000705,0
247,81517.74,62,0.339718,4944.18,18,0,2,1,4e-06,2,0.000405,0
248,3008.56,44,0.359105,6858.55,15,0,0,3,0.000119,3,0.0,0
249,29991.58,63,0.510709,4913.12,7,3,0,4,1.7e-05,2,0.0,0
250,9539.45,24,0.08409,2960.38,3,0,1,4,9e-06,2,0.000338,0
251,6773.97,31,0.337003,3911.07,17,2,0,0,5e-05,2,0.0,0
252,21051.1,48,0.300237,5465.35,0,3,0,1,1.4e-05,2,0.0,0
253,20234.04,31,0.405917,7305.32,14,2,1,3,2e-05,3,0.000137,0
254,48408.24,39,0.214497,8952.06,17,2,0,4,4e-06,3,0.0,0
255,13460.95,57,0.275106,4168.21,7,3,4,3,2e-05,2,0.00096,0
256,7682.45,29,0.214535,3214.8,15,3,0,0,2.8e-05,2,0.0,0
257,14996.24,57,0.081502,2867.3,5,2,1,0,5e-06,2,0.000349,0
258,25468.89,27,0.780299,9897.89,4,3,1,3,3.1e-05,3,0.000101,0
259,104673.49,31,0.081822,3782.85,10,1,0,0,1e-06,2,0.0,0
260,30358.04,53,0.121704,4913.12,8,1,1,0,4e-06,2,0.000204,0
261,12313.56,64,0.921237,5433.32,8,3,0,6,7.5e-05,2,0.0,1
262,28440.08,31,0.413751,12946.68,5,3,4,4,1.5e-05,3,0.000309,0
263,15721.06,37,0.370157,2822.57,9,3,1,1,2.4e-05,2,0.000354,0
264,25558.22,71,0.150654,7007.64,14,3,0,0,6e-06,3,0.0,0
265,35930.82,74,0.823863,3740.65,12,3,3,1,2.3e-05,2,0.000802,0
266,117816.4,52,0.192651,5253.52,8,2,1,3,2e-06,2,0.00019,1
267,15128.53,45,0.220237,7995.97,12,2,1,2,1.5e-05,3,0.000125,0
268,86241.27,40,0.979993,10194.42,9,2,1,2,1.1e-05,3,9.8e-05,0
269,14520.36,54,0.443096,3576.86,14,3,0,0,3.1e-05,2,0.0,0
270,65635.82,53,0.197685,4913.12,16,3,1,1,3e-06,2,0.000204,0
271,12732.11,37,0.978629,5667.33,2,1,4,2,7.7e-05,2,0.000706,0
272,8279.52,23,0.075491,6258.34,3,2,1,0,9e-06,3,0.00016,0
273,19108.64,30,0.416567,10315.36,4,3,3,2,2.2e-05,3,0.000291,0
274,11519.11,72,0.439391,3208.78,10,0,2,0,3.8e-05,2,0.000623,0
275,20804.49,44,0.452986,7823.73,6,0,1,0,2.2e-05,3,0.000128,0
276,25561.62,47,0.159993,5399.82,19,3,2,0,6e-06,2,0.00037,0
277,24061.48,46,0.127182,9999.61,5,2,1,0,5e-06,3,0.0001,0
278,40921.56,63,0.318149,6285.78,10,1,1,1,8e-06,3,0.000159,0
279,3376.09,25,0.252552,4488.78,9,1,0,1,7.5e-05,2,0.0,0
280,262183.67,26,0.23589,8289.46,11,3,0,0,1e-06,3,0.0,0
281,42989.63,36,0.169667,3495.75,8,0,3,0,4e-06,2,0.000858,0
282,41088.83,47,0.007047,4913.12,16,1,2,2,0.0,2,0.000407,0
283,86939.02,57,0.375997,3131.63,19,2,0,0,4e-06,2,0.0,0
284,26747.49,48,0.272446,3374.26,8,3,1,0,1e-05,2,0.000296,0
285,29357.69,45,0.094036,952.32,10,2,1,1,3e-06,1,0.00105,0
286,26837.0,71,0.873811,3617.66,17,1,1,4,3.3e-05,2,0.000276,0
287,20642.45,30,0.115876,4702.72,5,3,2,0,6e-06,2,0.000425,0
288,4857.26,52,0.435861,7755.87,3,0,0,4,9e-05,3,0.0,0
289,7097.64,50,0.606668,2828.36,3,2,2,0,8.5e-05,2,0.000707,0
290,90729.34,47,0.2782,3639.92,15,1,1,1,3e-06,2,0.000275,0
291,13433.3,64,0.242458,4421.41,16,1,0,2,1.8e-05,2,0.0,0
292,30512.66,36,1.151542,7779.82,12,0,1,5,3.8e-05,3,0.000129,0
293,47426.88,72,0.17104,5475.15,14,1,0,0,4e-06,2,0.0,0
294,16240.05,39,0.931176,6152.98,4,1,0,6,5.7e-05,3,0.0,0
295,105735.95,50,0.239866,8343.87,1,1,1,0,2e-06,3,0.00012,0
296,9246.36,49,0.493112,6645.76,15,3,2,1,5.3e-05,3,0.000301,0
297,11958.9,67,0.187875,3423.17,0,1,1,0,1.6e-05,2,0.000292,0
298,10330.4,45,0.786598,13714.99,7,2,2,5,7.6e-05,3,0.000146,0
299,5076.71,37,0.705146,1570.09,14,2,0,3,0.000139,1,0.0,1
300,22350.08,23,0.255346,8425.21,7,2,1,0,1.1e-05,3,0.000119,0
301,37034.33,41,0.130095,6399.74,11,3,1,3,4e-06,3,0.000156,0
302,12544.73,65,0.969758,4913.12,10,2,1,1,7.7e-05,2,0.000204,0
303,20270.34,22,0.07972,4273.13,9,3,1,3,4e-06,2,0.000234,0
304,32233.43,69,0.159694,3649.05,14,3,1,2,5e-06,2,0.000274,1
305,9599.74,50,0.387294,2537.17,0,3,0,0,4e-05,2,0.0,1
306,81063.67,29,0.040966,2596.48,3,3,0,1,1e-06,2,0.0,0
307,13187.8,38,0.473563,4446.16,19,3,1,1,3.6e-05,2,0.000225,0
308,43089.52,51,0.126499,2965.32,19,0,3,0,3e-06,2,0.001012,0
309,57765.61,38,0.765441,3207.14,12,0,1,4,1.3e-05,2,0.000312,0
310,11327.75,27,1.160524,2601.53,11,2,1,5,0.000102,2,0.000384,1
311,16435.04,57,1.351425,9139.4,19,3,0,1,8.2e-05,3,0.0,1
312,20770.55,57,0.547028,3185.75,13,0,2,4,2.6e-05,2,0.000628,0
313,43180.33,28,0.063471,6254.32,3,3,2,0,1e-06,3,0.00032,0
314,19432.74,36,0.070869,4556.42,19,1,0,0,4e-06,2,0.0,0
315,83524.49,34,0.23089,6052.4,7,3,1,3,3e-06,3,0.000165,0
316,14256.61,56,0.493124,4199.03,2,1,0,0,3.5e-05,2,0.0,0
317,37736.27,60,0.240413,7823.85,8,1,0,0,6e-06,3,0.0,0
318,29001.49,60,0.359406,7101.96,17,0,0,1,1.2e-05,3,0.0,0
319,25855.92,71,0.96154,10154.11,8,0,2,1,3.7e-05,3,0.000197,0
320,100157.51,62,0.186756,3305.96,0,0,0,2,2e-06,2,0.0,0
321,43119.33,38,0.302643,2957.01,13,2,0,2,7e-06,2,0.0,0
322,37058.11,27,0.193272,3892.1,8,3,2,2,5e-06,2,0.000514,0
323,10927.21,54,0.378402,5260.99,11,2,1,0,3.5e-05,2,0.00019,0
324,83811.01,70,0.502608,6742.4,9,0,2,1,6e-06,3,0.000297,0
325,24805.3,73,0.195473,3374.34,0,0,0,0,8e-06,2,0.0,0
326,42185.01,34,0.470546,5541.09,0,3,0,1,1.1e-05,2,0.0,0
327,11274.48,34,0.817364,4404.58,12,0,3,0,7.2e-05,2,0.000681,0
328,21741.1,23,0.173377,4189.31,18,0,1,0,8e-06,2,0.000239,0
329,12443.43,29,0.558106,4889.05,3,1,1,3,4.5e-05,2,0.000205,0
330,19747.49,51,0.233933,12095.4,5,0,2,1,1.2e-05,3,0.000165,0
331,4263.35,50,0.329175,7897.81,16,1,1,1,7.7e-05,3,0.000127,0
332,33592.47,41,0.406177,4913.12,6,1,2,0,1.2e-05,2,0.000407,0
